timestamp_s,frame_idx,count,avg_speed,anomaly_count,predicted_count
0.4447338581085205,0,13,0.0,0,13.0
0.6780970096588135,1,11,3.190813207466346,0,11.0
0.8962316513061523,2,11,2.0534465519785705,0,0.0
1.1258413791656494,3,11,1.8585861004991797,0,0.0
1.323643445968628,4,10,1.5609636436734369,0,0.0
1.520965814590454,5,11,1.1008508860492057,0,0.0
1.7159397602081299,6,11,0.3459621353672297,0,1.1134007801697638
1.9038159847259521,7,11,1.2445561287181977,0,4.051946126597892
2.0994322299957275,8,10,1.6680236902565555,0,5.8264479249144525
2.3001065254211426,9,8,2.2668055833038476,0,5.010466887356972
2.4955904483795166,10,8,1.0832534721609897,0,1.4211827539895214
2.711641788482666,11,8,1.3063215373918466,0,0.0
2.92099928855896,12,11,0.3091723701473739,0,0.0
3.129706621170044,13,10,2.0019781166254242,1,1.945361877201206
3.325789213180542,14,9,1.2826989303229681,0,3.2292879876110234
3.526564598083496,15,8,1.3286633632057474,0,3.329699971023526
3.731821298599243,16,9,2.5950470965000574,1,2.705723889614015
3.9471821784973145,17,10,3.3245622858126342,1,3.063346648554008
4.155728578567505,18,10,0.5054754556554055,0,4.080736150819467
4.363945722579956,19,11,2.1065674572877016,1,4.904308193572371
4.567135334014893,20,11,1.2210108314657284,0,6.136306903950775
4.782358169555664,21,12,1.5652207940710936,0,7.110296113101242
4.999308824539185,22,14,2.0093166612145215,1,8.37650772370318
5.215075731277466,23,14,1.7938712794858511,0,10.288747959638608
5.424999237060547,24,14,0.6774388804083958,0,11.820947738025472
5.633499622344971,25,11,1.2220397195959967,0,13.049345976834601
5.839450359344482,26,14,2.4220716459367826,1,12.935773238516942
6.054927110671997,27,12,1.307198730032129,0,13.871648171902763
6.258343935012817,28,10,1.3189590950967647,0,13.978198952148489
6.479565143585205,29,11,1.3339966150200389,0,13.444802887342053
6.69726824760437,30,11,0.465124287143558,0,13.27631155434429
6.904534816741943,31,10,1.238489253204753,0,13.121854671057255
7.1093056201934814,32,10,1.6692934818345175,0,12.717367857685284
7.317553758621216,33,9,2.2311298889871725,0,12.36728043989142
7.535720348358154,34,10,2.038421500363127,0,11.82133414252704
7.930732488632202,35,13,1.993049566484955,0,11.594025686818298
8.154620170593262,36,13,0.536513531148354,0,12.065190097835671
8.376313209533691,37,14,0.9877134243458383,0,12.468544769376734
8.60747218132019,38,11,1.5936783543094348,0,13.03089249428519
8.827365159988403,39,11,1.9829597621683872,1,12.900421886981425
9.062385320663452,40,12,1.1474370618448477,0,12.785938209602445
9.310899257659912,41,13,1.5472078862757295,0,12.873567002974003
9.53528094291687,42,13,0.5343089019771874,0,13.126115437117495
9.749757051467896,43,11,1.1726251545043935,0,13.344366301634686
9.961119413375854,44,12,1.3866762845030565,0,13.195887501815768
10.184648275375366,45,12,1.0663299795145402,0,13.226863263475202
10.392592430114746,46,11,1.741954095007752,0,13.248698325558696
10.600077867507935,47,12,2.1559328709770997,1,13.114555710059218
10.819803476333618,48,12,0.7339572623779738,0,13.140922371847388
11.04270887374878,49,9,1.6085661064590029,0,13.163376521679208
11.26337218284607,50,12,1.4152312542723398,0,12.768156831039144
11.478055715560913,51,11,2.0258502928936317,0,12.807379733866867
11.6972496509552,52,10,1.9322124422717666,0,12.712670539940909
11.907100200653076,53,11,2.1292874023866846,2,12.497454732518806
12.138305902481079,54,11,0.6616202656376916,0,12.42501181229429
12.360661745071411,55,10,2.148598555083008,1,12.356115176673331
12.573758125305176,56,10,1.9687425757686128,0,12.174262029138356
12.84529995918274,57,9,1.0806541693478167,0,12.011469589319454
13.26194143295288,58,10,2.2590455943127363,1,11.755376548841873
13.679965257644653,59,9,1.6503831487320697,0,11.619296175740308
14.109956502914429,60,9,0.6116237839452897,0,11.371246322680365
14.53970980644226,61,9,4.648250425114348,1,11.30177284450989
14.971503973007202,62,9,2.8621380186902172,1,11.084907763949264
15.43654203414917,63,11,3.699057535154364,1,10.869592896968056
15.890781164169312,64,9,1.6535953872650906,0,10.909839527452037
16.331636905670166,65,9,1.686551836913209,0,10.616116828858788
16.768290996551514,66,9,0.5552793225966415,0,10.402850433689052
17.193827629089355,67,8,1.5693909740320702,0,10.198293791695075
17.63478446006775,68,9,1.6728808111618994,0,9.871517629014065
18.095927953720093,69,9,2.0926878174299834,0,9.616321525412811
18.545085668563843,70,8,2.5974110460147175,0,9.226176406703372
18.9921817779541,71,7,1.3356700234476295,0,8.713968089541918
19.411359071731567,72,7,0.48374032151158136,0,8.09358303751283
19.8541362285614,73,7,1.1358332286247783,0,7.70289464191022
20.283859491348267,74,8,0.9310213943513826,0,7.273477900067719
20.733701467514038,75,8,1.6164297166864074,0,6.92664849341297
21.170880556106567,76,8,1.7867227398951808,0,6.53556334885824
21.625093698501587,77,8,3.229908727571393,1,6.221772587902611
22.05765962600708,78,8,0.9962752890048607,0,5.994935725268487
