timestamp_s,frame_idx,count,avg_speed,anomaly_count,predicted_count
0.4519054889678955,0,12,0.0,0,12.0
0.6726944446563721,1,12,3.867646263758181e-05,0,12.0
0.8754684925079346,2,9,2.5167964681487436,1,12.0
1.0735504627227783,3,9,2.223690113957599,0,0.0
1.2704150676727295,4,10,3.0518794425102045,1,0.0
1.4638853073120117,5,10,1.5990012795571293,0,0.0
1.668280839920044,6,11,2.500222811496619,0,0.0
1.8844070434570312,7,12,0.7036055540051693,0,4.073988501572084
2.1109700202941895,8,11,2.2056366364133497,0,10.233002884361486
2.329533815383911,9,14,2.992365203050667,1,11.152133327029066
2.551213264465332,10,13,3.564319694857269,1,16.92912312384807
2.7731823921203613,11,13,2.391667193519043,0,18.454728427865113
2.9807817935943604,12,12,2.2830012696433273,0,19.11869847777249
3.1835646629333496,13,13,0.9467312234397716,0,18.230308669468986
3.3775601387023926,14,12,1.7923535253719263,0,18.482963995554748
3.5747196674346924,15,12,3.5276663945381554,2,17.69200900406134
3.774407148361206,16,12,2.4591235971127796,1,17.056235913518634
3.9765002727508545,17,12,2.1918612925355587,0,16.532450418160064
4.200382232666016,18,11,2.683467924533228,0,16.105391296395965
4.403570890426636,19,11,1.0837905991851906,0,15.131132515967868
4.602164030075073,20,10,2.444607788653942,0,14.357168905534362
4.821930885314941,21,11,1.9858816868249791,0,13.247184649605039
5.053584098815918,22,11,2.4106913096169973,0,12.821685705596511
5.276342868804932,23,12,2.2711159537073584,0,12.467823833563026
5.495556592941284,24,12,3.5544109853575825,1,12.587521052165554
5.716801404953003,25,12,1.2509079076252432,0,12.678465694480934
5.945937871932983,26,12,3.25720611902531,1,12.747897581725482
6.151565074920654,27,10,1.8745603050742226,0,12.795343131227352
6.371890544891357,28,11,2.5704116154645025,0,12.184159428909636
6.583130359649658,29,9,4.582654837364343,2,11.976078725743728
6.799137115478516,30,11,3.694484376597664,0,11.218856041987001
7.019439458847046,31,11,1.1554739098396798,0,11.129915249510248
7.227265119552612,32,11,1.9253537787450152,0,11.055073122138587
7.44253945350647,33,11,3.022369923195208,0,10.99158778390359
7.6737260818481445,34,11,2.6096426582727563,0,10.93701515340617
7.901029825210571,35,11,2.505254062211047,0,10.890662694286139
8.117264986038208,36,11,2.043549183544462,0,10.851769469261582
8.334716796875,37,12,0.6187154926710886,0,10.818687905681902
8.55215859413147,38,14,3.9869063601442845,2,10.994264581231148
8.775779008865356,39,14,2.715329528326747,0,11.54127594403599
8.997031688690186,40,13,1.828948301268054,0,12.025439590426549
9.218609809875488,41,12,2.176137485964724,0,12.272160031609044
